,Symbol,Company name,Security type,ISIN code,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry,hashtags,cashtags
1702,SUM,SUMMITMINERALS,ORDINARY FULLY PAID,AU0000222895,,,,,,,,,,#SUM,$SUM
1703,SUN,SUNCORP GROUP LTD,ORDINARY FULLY PAID,AU000000SUN6,,,,,,,,,,#SUN,$SUN
1704,SDG,SUNLAND GROUP LTD,ORDINARY FULLY PAID,AU000000SDG6,,,,,,,,,,#SDG,$SDG
1705,SRL,SUNRISE,ORDINARY FULLY PAID,AU0000143729,,,,,,,,,,#SRL,$SRL
1706,SHN,SUNSHINE GOLD LTD,ORDINARY FULLY PAID,AU0000121808,,,,,,,,,,#SHN,$SHN
1707,STM,SUNSTONE METALS LTD,ORDINARY FULLY PAID,AU000000STM0,,,,,,,,,,#STM,$STM
1708,SVS,SUNVEST CORPORATION,ORDINARY FULLY PAID,AU000000SVS3,,,,,,,,,,#SVS,$SVS
1709,SUL,SUPER RET REP LTD,ORDINARY FULLY PAID,AU000000SUL0,,,,,,,,,,#SUL,$SUL
1710,SPQ,SUPERIOR RESOURCES,ORDINARY FULLY PAID,AU000000SPQ9,,,,,,,,,,#SPQ,$SPQ
1711,SLC,SUPERLOOP LIMITED,ORDINARY FULLY PAID,AU000000SLC8,,,,,,,,,,#SLC,$SLC
1712,SNL,SUPPLY NETWORK,ORDINARY FULLY PAID,AU000000SNL5,,,,,,,,,,#SNL,$SNL
1713,SRN,SUREFIRE RESCS NL,ORDINARY FULLY PAID,AU000000SRN2,,,,,,,,,,#SRN,$SRN
1714,SUV,SUVO STRATEGIC,ORDINARY FULLY PAID,AU0000098923,,,,,,,,,,#SUV,$SUV
1715,SW1,SWIFT NETWORKS GROUP,ORDINARY FULLY PAID,AU000000SW10,,,,,,,,,,#SW1,$SW1
1716,SWP,SWOOP HOLDINGS LTD,ORDINARY FULLY PAID,AU0000153736,,,,,,,,,,#SWP,$SWP
1717,SYM,SYMBIO HOLDINGS LTD,ORDINARY FULLY PAID,AU0000190167,,,,,,,,,,#SYM,$SYM
1718,SL1,SYMBOL MINING LTD,ORDINARY FULLY PAID,AU000000SL13,,,,,,,,,,#SL1,$SL1
1719,SH2,SYNERGEN MET LIMITED,ORDINARY FULLY PAID,AU0000218158,,,,,,,,,,#SH2,$SH2
1720,SOP,SYNERTEC CORPORATION,ORDINARY FULLY PAID,BMG8651T1201,,,,,,,,,,#SOP,$SOP
1721,SYT,SYNTONIC LIMITED,ORDINARY FULLY PAID,AU000000SYT5,,,,,,,,,,#SYT,$SYT
1722,SYR,SYRAH RESOURCES,ORDINARY FULLY PAID,AU000000SYR9,,,,,,,,,,#SYR,$SYR
1723,TAH,TABCORP HOLDINGS LTD,ORDINARY FULLY PAID,AU000000TAH8,,,,,,,,,,#TAH,$TAH
1724,TLG,TALGA GROUP LTD,ORDINARY FULLY PAID,AU000000TLG7,,,,,,,,,,#TLG,$TLG
1725,TD1,TALI DIGITAL LIMITED,ORDINARY FULLY PAID,AU0000074221,,,,,,,,,,#TD1,$TD1
1726,TLM,TALISMAN MINING,ORDINARY FULLY PAID,AU000000TLM5,,,,,,,,,,#TLM,$TLM
1727,TPD,TALON ENERGY LTD,ORDINARY FULLY PAID,AU000000TPD5,,,,,,,,,,#TPD,$TPD
1728,TWD,TAMAWOOD LIMITED,ORDINARY FULLY PAID,AU000000TWD1,,,,,,,,,,#TWD,$TWD
1729,TBN,TAMBORAN,ORDINARY FULLY PAID,AU0000154841,,,,,,,,,,#TBN,$TBN
1730,TMB,TAMBOURAHMETALS,ORDINARY FULLY PAID,AU0000161879,,,,,,,,,,#TMB,$TMB
1731,TAM,TANAMI GOLD NL,ORDINARY FULLY PAID,AU000000TAM8,,,,,,,,,,#TAM,$TAM
1732,TAR,TARUGA MINERALS,ORDINARY FULLY PAID,AU000000TAR7,,,,,,,,,,#TAR,$TAR
1733,TFL,TASFOODS LTD,ORDINARY FULLY PAID,AU000000TFL9,,,,,,,,,,#TFL,$TFL
1734,TAS,TASMAN RESOURCES LTD,ORDINARY FULLY PAID,AU000000TAS5,,,,,,,,,,#TAS,$TAS
1735,TGR,TASSAL GROUP LIMITED,ORDINARY FULLY PAID,AU000000TGR4,,,,,,,,,,#TGR,$TGR
1736,TIP,TEAMINVEST PRIVATE,ORDINARY FULLY PAID,AU0000041717,,,,,,,,,,#TIP,$TIP
1737,TG1,TECHGEN METALS LTD,ORDINARY FULLY PAID,AU0000137440,,,,,,,,,,#TG1,$TG1
1738,TMT,TECHNOLOGY METALS,ORDINARY FULLY PAID,AU000000TMT8,,,,,,,,,,#TMT,$TMT
1739,TNE,TECHNOLOGY ONE,ORDINARY FULLY PAID,AU000000TNE8,,,,,,,,,,#TNE,$TNE
1740,T3K,TEK OCEAN GROUP,ORDINARY FULLY PAID,AU0000166886,,,,,,,,,,#T3K,$T3K
1741,TLX,TELIX PHARMACEUTICAL,ORDINARY FULLY PAID,AU000000TLX2,,,,,,,,,,#TLX,$TLX
1742,TLS,TELSTRA CORPORATION.,ORDINARY FULLY PAID,AU000000TLS2,,,,,,,,,,#TLS,$TLS
1743,TEM,TEMPEST MINERALS,ORDINARY FULLY PAID,AU0000103087,,,,,,,,,,#TEM,$TEM
1744,TPW,TEMPLE & WEBSTER LTD,ORDINARY FULLY PAID,AU000000TPW5,,,,,,,,,,#TPW,$TPW
1745,TPP,TEMPO AUSTRALIA,ORDINARY FULLY PAID,AU000000TPP9,,,,,,,,,,#TPP,$TPP
1746,TMR,TEMPUS RESOURCES LTD,ORDINARY FULLY PAID,AU0000017535,,,,,,,,,,#TMR,$TMR
1747,X64,TEN SIXTY FOUR LTD,ORDINARY FULLY PAID,AU0000221418,,,,,,,,,,#X64,$X64
1748,TMS,TENNANT MINERALS LTD,ORDINARY FULLY PAID,AU0000142945,,,,,,,,,,#TMS,$TMS
1749,TER,TERRACOM LTD,ORDINARY FULLY PAID,AU000000TER9,,,,,,,,,,#TER,$TER
1750,TGH,TERRAGEN,ORDINARY FULLY PAID,AU0000062333,,,,,,,,,,#TGH,$TGH
1751,TMX,TERRAIN MINERALS,ORDINARY FULLY PAID,AU000000TMX0,,,,,,,,,,#TMX,$TMX
1752,TZN,TERRAMIN AUSTRALIA.,ORDINARY FULLY PAID,AU000000TZN3,,,,,,,,,,#TZN,$TZN
1753,TSO,TESORO GOLD LTD,ORDINARY FULLY PAID,AU0000077208,,,,,,,,,,#TSO,$TSO
1754,TNT,TESSERENT LIMITED,ORDINARY FULLY PAID,AU000000TNT6,,,,,,,,,,#TNT,$TNT
1755,TG6,TGMETALSLIMITED,ORDINARY FULLY PAID,AU0000217689,,,,,,,,,,#TG6,$TG6
1756,A2M,THE A2 MILK COMPANY,ORDINARY FULLY PAID,NZATME0002S8,,,,,,,,,,#A2M,$A2M
1757,AU1,THE AGENCY GROUP AUS,ORDINARY FULLY PAID,AU000000AU12,,,,,,,,,,#AU1,$AU1
1758,FOD,THE FOOD REVOLUTION,ORDINARY FULLY PAID,AU000000FOD7,,,,,,,,,,#FOD,$FOD
1759,TLC,THE LOTTERY CORP,ORDINARY FULLY PAID,AU0000219529,,,,,,,,,,#TLC,$TLC
1760,TMH,THE MARKET HERALD,ORDINARY FULLY PAID,AU0000092785,,,,,,,,,,#TMH,$TMH
1761,TRS,THE REJECT SHOP,ORDINARY FULLY PAID,AU000000TRS9,,,,,,,,,,#TRS,$TRS
1762,SGR,THE STAR ENT GRP,ORDINARY FULLY PAID,AU000000SGR6,,,,,,,,,,#SGR,$SGR
1763,TSN,THE SUST NUTRI GRP,ORDINARY FULLY PAID,AU0000182867,,,,,,,,,,#TSN,$TSN
1764,GO2,THEGO2PEOPLE,ORDINARY FULLY PAID,AU000000GO22,,,,,,,,,,#GO2,$GO2
1765,HPC,THEHYDRATION,ORDINARY FULLY PAID,AU0000187957,,,,,,,,,,#HPC,$HPC
1766,TGM,THETA GOLD MINES LTD,ORDINARY FULLY PAID,AU0000035701,,,,,,,,,,#TGM,$TGM
1767,TMZ,THOMSON RES LTD,ORDINARY FULLY PAID,AU000000TMZ5,,,,,,,,,,#TMZ,$TMZ
1768,THRAM,THOR MINING PLC,ORDINARY FULLY PAID,AU0000THRAM5,,,,,,,,,,#THRAM,$THRAM
1769,TGA,THORN GROUP LIMITED,ORDINARY FULLY PAID,AU000000TGA0,,,,,,,,,,#TGA,$TGA
1770,TOP,THORNEY OPP LTD,ORDINARY FULLY PAID,AU000000TOP2,,,,,,,,,,#TOP,$TOP
1771,TEK,THORNEY TECH LTD,ORDINARY FULLY PAID,AU000000TEK4,,,,,,,,,,#TEK,$TEK
1772,TIA,TIAN AN AUST LIMITED,ORDINARY FULLY PAID,AU000000TIA6,,,,,,,,,,#TIA,$TIA
1773,TPO,TIAN POH RESOURCES,ORDINARY FULLY PAID,AU000000TPO2,,,,,,,,,,#TPO,$TPO
1774,TIE,TIETTO MINERALS,ORDINARY FULLY PAID,AU000000TIE8,,,,,,,,,,#TIE,$TIE
1775,TIG,TIGERS REALM COAL,ORDINARY FULLY PAID,AU000000TIG3,,,,,,,,,,#TIG,$TIG
1776,TML,TIMAH RESOURCES LTD,ORDINARY FULLY PAID,AU000000TML5,,,,,,,,,,#TML,$TML
1777,TNY,TINYBEANS GROUP LTD,ORDINARY FULLY PAID,AU000000TNY6,,,,,,,,,,#TNY,$TNY
1778,TRP,TISSUE REPAIR,ORDINARY FULLY PAID,AU0000180887,,,,,,,,,,#TRP,$TRP
1779,TTM,TITAN MINERALS,ORDINARY FULLY PAID,AU000000TTM8,,,,,,,,,,#TTM,$TTM
1780,TSL,TITANIUM SANDS LTD,ORDINARY FULLY PAID,AU000000TSL2,,,,,,,,,,#TSL,$TSL
1781,TTT,TITOMIC LIMITED,ORDINARY FULLY PAID,AU000000TTT3,,,,,,,,,,#TTT,$TTT
1782,TOU,TLOU ENERGY LTD,ORDINARY FULLY PAID,AU000000TOU2,,,,,,,,,,#TOU,$TOU
1783,TMK,TMK ENERGY LIMITED,ORDINARY FULLY PAID,AU000000TMK7,,,,,,,,,,#TMK,$TMK
1784,TNG,TNG LIMITED,ORDINARY FULLY PAID,AU000000TNG3,,,,,,,,,,#TNG,$TNG
1785,TRT,TODD RIVER RES LTD,ORDINARY FULLY PAID,AU000000TRT7,,,,,,,,,,#TRT,$TRT
1786,TI1,TOMBADOR IRON,ORDINARY FULLY PAID,AU0000107211,,,,,,,,,,#TI1,$TI1
1787,TBA,TOMBOLA GOLD LTD,ORDINARY FULLY PAID,AU0000154940,,,,,,,,,,#TBA,$TBA
1788,TSI,TOP SHELF,ORDINARY FULLY PAID,AU0000118887,,,,,,,,,,#TSI,$TSI
1789,TEE,TOPENDENERGYLIMITED,ORDINARY FULLY PAID,AU0000189300,,,,,,,,,,#TEE,$TEE
1790,TOE,TORO ENERGY LIMITED,ORDINARY FULLY PAID,AU000000TOE6,,,,,,,,,,#TOE,$TOE
1791,TOR,TORQUE MET,ORDINARY FULLY PAID,AU0000147266,,,,,,,,,,#TOR,$TOR
1792,TRN,TORRENS MINING,ORDINARY FULLY PAID,AU0000122954,,,,,,,,,,#TRN,$TRN
1793,TTB,TOTAL BRAIN LTD,ORDINARY FULLY PAID,AU0000032435,,,,,,,,,,#TTB,$TTB
1794,TVL,TOUCH VENTURES,ORDINARY FULLY PAID,AU0000175424,,,,,,,,,,#TVL,$TVL
1795,TOY,TOYS R US,ORDINARY FULLY PAID,AU0000160301,,,,,,,,,,#TOY,$TOY
1796,TPC,TPC CONSOLIDATED LTD,ORDINARY FULLY PAID,AU000000TPC7,,,,,,,,,,#TPC,$TPC
1797,TPG,TPG TELECOM LIMITED.,ORDINARY FULLY PAID,AU0000090128,,,,,,,,,,#TPG,$TPG
1798,TTI,TRAFFIC TECHNOLOGIES,ORDINARY FULLY PAID,AU000000TTI6,,,,,,,,,,#TTI,$TTI
1799,TRJ,TRAJAN GROUP HOLDING,ORDINARY FULLY PAID,AU0000150526,,,,,,,,,,#TRJ,$TRJ
1800,TKL,TRAKA RESOURCES,ORDINARY FULLY PAID,AU000000TKL9,,,,,,,,,,#TKL,$TKL
1801,TCO,TRANSMETRO CORP. LTD,ORDINARY FULLY PAID,AU000000TCO0,,,,,,,,,,#TCO,$TCO
1802,TWE,TREASURY WINE ESTATE,ORDINARY FULLY PAID,AU000000TWE9,,,,,,,,,,#TWE,$TWE
1803,TEG,TRIANGLE ENERGY LTD,ORDINARY FULLY PAID,AU000000TEG2,,,,,,,,,,#TEG,$TEG
1804,TGF,TRIBECA GLOBAL,ORDINARY FULLY PAID,AU0000023202,,,,,,,,,,#TGF,$TGF
1805,TBR,TRIBUNE RES LTD,ORDINARY FULLY PAID,AU000000TBR5,,,,,,,,,,#TBR,$TBR
1806,TMG,TRIGG MINING LTD.,ORDINARY FULLY PAID,AU0000046021,,,,,,,,,,#TMG,$TMG
1807,TNP,TRIPLE ENERGY LTD,ORDINARY FULLY PAID,AU000000TNP4,,,,,,,,,,#TNP,$TNP
1808,TON,TRITON MIN LTD,ORDINARY FULLY PAID,AU000000TON7,,,,,,,,,,#TON,$TON
1809,TRY,TROY RESOURCES LTD,ORDINARY FULLY PAID,AU000000TRY7,,,,,,,,,,#TRY,$TRY
1810,TRM,TRUSCOTT MINING CORP,ORDINARY FULLY PAID,AU000000TRM2,,,,,,,,,,#TRM,$TRM
1811,TTA,TTA HOLDINGS LTD,ORDINARY FULLY PAID,AU000000TTA3,,,,,,,,,,#TTA,$TTA
1812,TUA,TUAS LIMITED,ORDINARY FULLY PAID,AU0000089724,,,,,,,,,,#TUA,$TUA
1813,2BE,TUBI LIMITED,ORDINARY FULLY PAID,AU0000046799,,,,,,,,,,#2BE,$2BE
1814,TGN,TUNGSTEN MIN NL,ORDINARY FULLY PAID,AU000000TGN3,,,,,,,,,,#TGN,$TGN
1815,TCG,TURACO GOLD LIMITED,ORDINARY FULLY PAID,AU0000169039,,,,,,,,,,#TCG,$TCG
1816,TSC,TWENTY SEVEN CO. LTD,ORDINARY FULLY PAID,AU0000020281,,,,,,,,,,#TSC,$TSC
1817,TYM,TYMLEZ GROUP,ORDINARY FULLY PAID,AU0000028706,,,,,,,,,,#TYM,$TYM
1818,TYX,TYRANNA RES LTD,ORDINARY FULLY PAID,AU000000TYX5,,,,,,,,,,#TYX,$TYX
1819,TYR,TYRO PAYMENTS,ORDINARY FULLY PAID,AU0000066508,,,,,,,,,,#TYR,$TYR
1820,TZL,TZ LIMITED,ORDINARY FULLY PAID,AU000000TZL7,,,,,,,,,,#TZL,$TZL
1821,UUL,ULTIMA UTD LTD,ORDINARY FULLY PAID,AU000000UUL6,,,,,,,,,,#UUL,$UUL
1822,UMG,UNITED MALT GROUP,ORDINARY FULLY PAID,AU0000079691,,,,,,,,,,#UMG,$UMG
1823,UOS,UNITED OVERSEAS AUST,ORDINARY FULLY PAID,AU000000UOS4,,,,,,,,,,#UOS,$UOS
1824,UOSAA,UNITED OVERSEAS AUST,ORDINARY FULLY PAID,AU0000UOSAA2,,,,,,,,,,#UOSAA,$UOSAA
1825,UWL,UNITI GROUP LTD,ORDINARY FULLY PAID,AU0000035388,,,,,,,,,,#UWL,$UWL
1826,UNI,UNIVERSAL STORE,ORDINARY FULLY PAID,AU0000113565,,,,,,,,,,#UNI,$UNI
1827,UBN,URBANISE.COM LTD,ORDINARY FULLY PAID,AU000000UBN2,,,,,,,,,,#UBN,$UBN
1828,UCM,USCOM LIMITED,ORDINARY FULLY PAID,AU000000UCM2,,,,,,,,,,#UCM,$UCM
1829,UUV,UUV AQUABOTIX LTD,ORDINARY FULLY PAID,AU000000UUV5,,,,,,,,,,#UUV,$UUV
1830,UVA,UVRELIMITED,ORDINARY FULLY PAID,AU0000219347,,,,,,,,,,#UVA,$UVA
1831,VAL,VALOR RESOURCES LTD,ORDINARY FULLY PAID,AU000000VAL6,,,,,,,,,,#VAL,$VAL
1832,VR8,VANADIUM RESOURCES,ORDINARY FULLY PAID,AU0000053522,,,,,,,,,,#VR8,$VR8
1833,VAN,VANGO MINING LTD,ORDINARY FULLY PAID,AU000000VAN2,,,,,,,,,,#VAN,$VAN
1834,VAR,VARISCAN MINES LTD,ORDINARY FULLY PAID,AU000000VAR3,,,,,,,,,,#VAR,$VAR
1835,VMG,VDM GROUP LIMITED,ORDINARY FULLY PAID,AU000000VMG1,,,,,,,,,,#VMG,$VMG
1836,VR1,VECTION TECHNOLOGIES,ORDINARY FULLY PAID,AU0000067522,,,,,,,,,,#VR1,$VR1
1837,VBS,VECTUS BIOSYSTEMS,ORDINARY FULLY PAID,AU000000VBS9,,,,,,,,,,#VBS,$VBS
1838,VEE,VEEM LTD,ORDINARY FULLY PAID,AU000000VEE3,,,,,,,,,,#VEE,$VEE
1839,VNT,VENTIASERVICESGROUP,ORDINARY FULLY PAID,AU0000184459,,,,,,,,,,#VNT,$VNT
1840,VMS,VENTURE MINERALS,ORDINARY FULLY PAID,AU000000VMS6,,,,,,,,,,#VMS,$VMS
1841,VMC,VENUS METALS COR LTD,ORDINARY FULLY PAID,AU000000VMC0,,,,,,,,,,#VMC,$VMC
1842,VBC,VERBREC LIMITED,ORDINARY FULLY PAID,AU0000125577,,,,,,,,,,#VBC,$VBC
1843,VRS,VERIS LTD,ORDINARY FULLY PAID,AU000000VRS5,,,,,,,,,,#VRS,$VRS
1844,VTX,VERTEXMIN,ORDINARY FULLY PAID,AU0000185910,,,,,,,,,,#VTX,$VTX
1845,VG8,VGI PARTNERS ASIAN,ORDINARY FULLY PAID,AU0000057218,,,,,,,,,,#VG8,$VG8
1846,VG1,VGI PARTNERS GLOBAL,ORDINARY FULLY PAID,AU000000VG15,,,,,,,,,,#VG1,$VG1
1847,VGI,VGI PARTNERS LIMITED,ORDINARY FULLY PAID,AU0000046831,,,,,,,,,,#VGI,$VGI
1848,VIG,VICTOR GROUP HLDGS,ORDINARY FULLY PAID,AU000000VIG9,,,,,,,,,,#VIG,$VIG
1849,1VG,VICTORY GOLDFIELDS,ORDINARY FULLY PAID,AU0000155897,,,,,,,,,,#1VG,$1VG
1850,VOL,VICTORY OFFICES LTD,ORDINARY FULLY PAID,AU0000046609,,,,,,,,,,#VOL,$VOL
1851,VKA,VIKING MINES LTD,ORDINARY FULLY PAID,AU000000VKA8,,,,,,,,,,#VKA,$VKA
1852,VMY,VIMY RESOURCES LTD,ORDINARY FULLY PAID,AU000000VMY4,,,,,,,,,,#VMY,$VMY
1853,VEN,VINTAGE ENERGY,ORDINARY FULLY PAID,AU0000020885,,,,,,,,,,#VEN,$VEN
1854,VIP,VIP GLOVES,ORDINARY FULLY PAID,AU000000VIP0,,,,,,,,,,#VIP,$VIP
1855,VMM,VIRIDISMINING,ORDINARY FULLY PAID,AU0000190829,,,,,,,,,,#VMM,$VMM
1856,VRT,VIRTUS HEALTH LTD,ORDINARY FULLY PAID,AU000000VRT3,,,,,,,,,,#VRT,$VRT
1857,VTG,VITA GROUP LTD,ORDINARY FULLY PAID,AU000000VTG6,,,,,,,,,,#VTG,$VTG
1858,VLS,VITA LIFE SCIENCES..,ORDINARY FULLY PAID,AU000000VLS8,,,,,,,,,,#VLS,$VLS
1859,VML,VITAL METALS LIMITED,ORDINARY FULLY PAID,AU000000VML1,,,,,,,,,,#VML,$VML
1860,VEA,VIVA ENERGY GROUP,ORDINARY FULLY PAID,AU0000016875,,,,,,,,,,#VEA,$VEA
1861,VVA,VIVA LEISURE LIMITED,ORDINARY FULLY PAID,AU0000046013,,,,,,,,,,#VVA,$VVA
1862,VMT,VMOTO LIMITED,ORDINARY FULLY PAID,AU000000VMT4,,,,,,,,,,#VMT,$VMT
1863,VHT,VOLPARA HEALTH TECH,ORDINARY FULLY PAID,NZVHTE0001S6,,,,,,,,,,#VHT,$VHT
1864,VPR,VOLT POWER GROUP,ORDINARY FULLY PAID,AU000000VPR1,,,,,,,,,,#VPR,$VPR
1865,VRC,VOLT RESOURCES LTD,ORDINARY FULLY PAID,AU000000VRC9,,,,,,,,,,#VRC,$VRC
1866,VN8,VONEX LIMITED..,ORDINARY FULLY PAID,AU0000006421,,,,,,,,,,#VN8,$VN8
1867,VOR,VORTIV LTD,ORDINARY FULLY PAID,AU0000057895,,,,,,,,,,#VOR,$VOR
1868,VRX,VRX SILICA LTD,ORDINARY FULLY PAID,AU000000VRX5,,,,,,,,,,#VRX,$VRX
1869,VUL,VULCAN ENERGY,ORDINARY FULLY PAID,AU0000066086,,,,,,,,,,#VUL,$VUL
1870,VSL,VULCAN STEEL,ORDINARY FULLY PAID,AU0000181984,,,,,,,,,,#VSL,$VSL
1871,VYS,VYSARN LTD,ORDINARY FULLY PAID,AU000000VYS1,,,,,,,,,,#VYS,$VYS
1872,WA1,WA1RESOURCESLTD,ORDINARY FULLY PAID,AU0000196594,,,,,,,,,,#WA1,$WA1
1873,WGN,WAGNERS HLD COMPANY,ORDINARY FULLY PAID,AU000000WGN7,,,,,,,,,,#WGN,$WGN
1874,WAK,WAKAOLIN,ORDINARY FULLY PAID,AU0000111247,,,,,,,,,,#WAK,$WAK
1875,WKT,WALKABOUT RESOURCES,ORDINARY FULLY PAID,AU000000WKT6,,,,,,,,,,#WKT,$WKT
1876,WAA,WAM ACTIVE LIMITED,ORDINARY FULLY PAID,AU000000WAA7,,,,,,,,,,#WAA,$WAA
1877,WMA,WAM ALTERNATIVE,ORDINARY FULLY PAID,AU0000110827,,,,,,,,,,#WMA,$WMA
1878,WAM,WAM CAPITAL LIMITED,ORDINARY FULLY PAID,AU000000WAM2,,,,,,,,,,#WAM,$WAM
1879,WGB,WAM GLOBAL LIMITED,ORDINARY FULLY PAID,AU0000009649,,,,,,,,,,#WGB,$WGB
1880,WLE,WAM LEADERS LIMITED,ORDINARY FULLY PAID,AU000000WLE6,,,,,,,,,,#WLE,$WLE
1881,WMI,WAM MICROCAP LIMITED,ORDINARY FULLY PAID,AU000000WMI5,,,,,,,,,,#WMI,$WMI
1882,WAX,WAM RESEARCH LTD,ORDINARY FULLY PAID,AU000000WAX9,,,,,,,,,,#WAX,$WAX
1883,WAR,WAM STRATEGIC VALUE,ORDINARY FULLY PAID,AU0000155707,,,,,,,,,,#WAR,$WAR
1884,WGO,WARREGO ENERGY LTD,ORDINARY FULLY PAID,AU0000042525,,,,,,,,,,#WGO,$WGO
1885,WAT,WATERCO LIMITED,ORDINARY FULLY PAID,AU000000WAT7,,,,,,,,,,#WAT,$WAT
1886,W2V,WAY2VATLTD,ORDINARY FULLY PAID,IL0011795064,,,,,,,,,,#W2V,$W2V
1887,WQG,WCM GLOBAL GROWTH,ORDINARY FULLY PAID,AU0000017071,,,,,,,,,,#WQG,$WQG
1888,WLS,WCM GLOBAL LG ST LTD,ORDINARY FULLY PAID,AU0000164915,,,,,,,,,,#WLS,$WLS
1889,WCG,WEBCENTRAL LTD,ORDINARY FULLY PAID,AU0000093031,,,,,,,,,,#WCG,$WCG
1890,WEB,WEBJET LIMITED,ORDINARY FULLY PAID,AU000000WEB7,,,,,,,,,,#WEB,$WEB
1891,WBT,WEEBIT NANO LTD,ORDINARY FULLY PAID,AU000000WBT5,,,,,,,,,,#WBT,$WBT
1892,WLD,WELLARD LIMITED,ORDINARY FULLY PAID,AU000000WLD8,,,,,,,,,,#WLD,$WLD
1893,WFL,WELLFULLY LIMITED,ORDINARY FULLY PAID,AU0000105033,,,,,,,,,,#WFL,$WFL
1894,WNB,WELLNESS AND BEAUTY,ORDINARY FULLY PAID,AU0000032708,,,,,,,,,,#WNB,$WNB
1895,WNX,WELLNEX LIFE LTD,ORDINARY FULLY PAID,AU0000162281,,,,,,,,,,#WNX,$WNX
1896,WES,WESFARMERS LIMITED,ORDINARY FULLY PAID,AU000000WES1,,,,,,,,,,#WES,$WES
1897,WESAC,WESFARMERS LIMITED,ORDINARY FULLY PAID,AU0000205411,,,,,,,,,,#WESAC,$WESAC
1898,WAF,WEST AFRICAN RES LTD,ORDINARY FULLY PAID,AU000000WAF6,,,,,,,,,,#WAF,$WAF
1899,WWI,WEST WITS MINING LTD,ORDINARY FULLY PAID,AU000000WWI4,,,,,,,,,,#WWI,$WWI
1900,WSR,WESTAR RESOURCES,ORDINARY FULLY PAID,AU0000113706,,,,,,,,,,#WSR,$WSR
1901,WC1,WESTCOBARMETALS,ORDINARY FULLY PAID,AU0000169963,,,,,,,,,,#WC1,$WC1
1902,WSA,WESTERN AREAS LTD,ORDINARY FULLY PAID,AU000000WSA9,,,,,,,,,,#WSA,$WSA
1903,WMG,WESTERN MINES,ORDINARY FULLY PAID,AU0000152969,,,,,,,,,,#WMG,$WMG
1904,WGR,WESTERNGOLDRESOURCES,ORDINARY FULLY PAID,AU0000153413,,,,,,,,,,#WGR,$WGR
1905,WGX,WESTGOLD RESOURCES.,ORDINARY FULLY PAID,AU000000WGX6,,,,,,,,,,#WGX,$WGX
1906,WIC,WESTOZ INV LTD,ORDINARY FULLY PAID,AU000000WIC6,,,,,,,,,,#WIC,$WIC
1907,WBC,WESTPAC BANKING CORP,ORDINARY FULLY PAID,AU000000WBC1,,,,,,,,,,#WBC,$WBC
1908,WSI,WESTSTAR INDUSTRIAL,ORDINARY FULLY PAID,AU000000WSI2,,,,,,,,,,#WSI,$WSI
1909,WSP,WHISPIR LIMITED,ORDINARY FULLY PAID,AU0000047839,,,,,,,,,,#WSP,$WSP
1910,WCN,WHITE CLIFF MIN LTD,ORDINARY FULLY PAID,AU000000WCN6,,,,,,,,,,#WCN,$WCN
1911,WEC,WHITE ENERGY COMPANY,ORDINARY FULLY PAID,AU000000WEC5,,,,,,,,,,#WEC,$WEC
1912,WRM,WHITE ROCK MIN LTD,ORDINARY FULLY PAID,AU000000WRM6,,,,,,,,,,#WRM,$WRM
1913,WBE,WHITEBARK ENERGY,ORDINARY FULLY PAID,AU000000WBE7,,,,,,,,,,#WBE,$WBE
1914,WHF,WHITEFIELD LTD,ORDINARY FULLY PAID,AU000000WHF1,,,,,,,,,,#WHF,$WHF
1915,WHC,WHITEHAVEN COAL,ORDINARY FULLY PAID,AU000000WHC8,,,,,,,,,,#WHC,$WHC
1916,WHK,WHITEHAWK LIMITED,ORDINARY FULLY PAID,AU000000WHK1,,,,,,,,,,#WHK,$WHK
1917,WIA,WIA GOLD LIMITED,ORDINARY FULLY PAID,AU0000193872,,,,,,,,,,#WIA,$WIA
1918,WOA,WIDE OPEN AGRICULTUR,ORDINARY FULLY PAID,AU0000010464,,,,,,,,,,#WOA,$WOA
1919,WIN,WIDGIENICKELLIMITED,ORDINARY FULLY PAID,AU0000172041,,,,,,,,,,#WIN,$WIN
1920,WC8,WILDCAT RESOURCES,ORDINARY FULLY PAID,AU0000096828,,,,,,,,,,#WC8,$WC8
1921,WMC,WILUNA MINING CORP,ORDINARY FULLY PAID,AU0000164139,,,,,,,,,,#WMC,$WMC
1922,WEL,WINCHESTER ENERGY,ORDINARY FULLY PAID,AU000000WEL6,,,,,,,,,,#WEL,$WEL
1923,WNR,WINGARA AG LTD,ORDINARY FULLY PAID,AU000000WNR4,,,,,,,,,,#WNR,$WNR
1924,WR1,WINSOME RESOURCES,ORDINARY FULLY PAID,AU0000182628,,,,,,,,,,#WR1,$WR1
1925,WTC,WISETECH GLOBAL LTD,ORDINARY FULLY PAID,AU000000WTC3,,,,,,,,,,#WTC,$WTC
1926,WWG,WISEWAYGROUPLTD,ORDINARY FULLY PAID,AU0000027195,,,,,,,,,,#WWG,$WWG
1927,WZR,WISR LTD,ORDINARY FULLY PAID,AU0000004129,,,,,,,,,,#WZR,$WZR
1928,WOO,WOOBOARD TECH LTD,ORDINARY FULLY PAID,AU0000132847,,,,,,,,,,#WOO,$WOO
